"","rules","support","confidence","lift","count"
"629","{other vegetables,pip fruit,root vegetables} => {whole milk}",0.00549059481443823,0.675,2.64171309192201,54
"343","{domestic eggs,root vegetables} => {other vegetables}",0.00732079308591764,0.51063829787234,2.63905815006541,72
"457","{citrus fruit,tropical fruit} => {root vegetables}",0.00569395017793594,0.285714285714286,2.62126865671642,56
"486","{other vegetables,shopping bags} => {root vegetables}",0.00660904931367565,0.285087719298246,2.61552026053941,65
"308","{butter,other vegetables} => {tropical fruit}",0.00549059481443823,0.274111675126904,2.61229488844292,54
"231","{curd,root vegetables} => {other vegetables}",0.00549059481443823,0.504672897196262,2.60822803148988,54
"648","{tropical fruit,whole milk,yogurt} => {other vegetables}",0.00762582613116421,0.503355704697987,2.60142057577756,75
"590","{rolls/buns,root vegetables} => {other vegetables}",0.0122013218098627,0.502092050209205,2.59488981282582,120
"389","{root vegetables,whipped/sour cream} => {other vegetables}",0.00854092526690392,0.5,2.58407777193904,84
"584","{root vegetables,yogurt} => {other vegetables}",0.0129130655821047,0.5,2.58407777193904,127
"385","{other vegetables,whipped/sour cream} => {tropical fruit}",0.00782918149466192,0.27112676056338,2.58384853695818,77
"572","{tropical fruit,whole milk} => {yogurt}",0.0151499745805796,0.358173076923077,2.56751618916797,149
"553","{tropical fruit,yogurt} => {root vegetables}",0.00813421453990849,0.277777777777778,2.54845563847429,80
"395","{other vegetables,whipped/sour cream} => {yogurt}",0.0101677681748856,0.352112676056338,2.52407300948548,100
"656","{rolls/buns,root vegetables,whole milk} => {other vegetables}",0.00620233858668022,0.488,2.52205990541251,61
"312","{butter,root vegetables} => {whole milk}",0.00823589222165735,0.637795275590551,2.49610685850898,81
"361","{fruit/vegetable juice,tropical fruit} => {other vegetables}",0.00660904931367565,0.481481481481481,2.48837118779315,65
"558","{other vegetables,root vegetables} => {tropical fruit}",0.0123029994916116,0.259656652360515,2.47453796120704,121
"569","{other vegetables,tropical fruit} => {yogurt}",0.0123029994916116,0.342776203966006,2.45714574781754,121
"596","{root vegetables,whole milk} => {other vegetables}",0.0231825114387392,0.474012474012474,2.44977019543494,228
"632","{other vegetables,pip fruit,yogurt} => {whole milk}",0.00508388408744281,0.625,2.44603064066852,50
"419","{pip fruit,root vegetables} => {yogurt}",0.00528723945094052,0.339869281045752,2.43630785647592,52
"317","{butter,whole milk} => {yogurt}",0.00935434672089476,0.339483394833948,2.4335416823556,92
"647","{other vegetables,tropical fruit,yogurt} => {whole milk}",0.00762582613116421,0.619834710743802,2.4258155114068,75
"567","{rolls/buns,yogurt} => {tropical fruit}",0.00874428063040163,0.254437869822485,2.42480276134122,86
"502","{sausage,yogurt} => {root vegetables}",0.00518556176919166,0.264248704663212,2.42433396489057,51
"653","{other vegetables,root vegetables,whole milk} => {yogurt}",0.00782918149466192,0.337719298245614,2.42089598997494,77
"619","{fruit/vegetable juice,other vegetables,yogurt} => {whole milk}",0.00508388408744281,0.617283950617284,2.41583273152447,50
"437","{other vegetables,pastry} => {root vegetables}",0.00589730554143366,0.261261261261261,2.3969258437542,58
"414","{pip fruit,tropical fruit} => {other vegetables}",0.00945602440264362,0.462686567164179,2.39123614716747,93
"622","{other vegetables,root vegetables,whipped/sour cream} => {whole milk}",0.00518556176919166,0.607142857142857,2.37614405093514,51
"409","{pip fruit,tropical fruit} => {root vegetables}",0.00528723945094052,0.258706467661692,2.37348704239994,52
"651","{other vegetables,root vegetables,yogurt} => {whole milk}",0.00782918149466192,0.606299212598425,2.37284232228632,77
"211","{beef,root vegetables} => {other vegetables}",0.00793085917641078,0.456140350877193,2.35740428317246,78
"462","{citrus fruit,tropical fruit} => {other vegetables}",0.0090493136756482,0.454081632653061,2.34676450716913,89
"345","{domestic eggs,root vegetables} => {whole milk}",0.00854092526690392,0.595744680851064,2.33153558940319,84
"504","{other vegetables,sausage} => {root vegetables}",0.00681240467717336,0.252830188679245,2.31957547169811,67
"532","{bottled water,root vegetables} => {other vegetables}",0.00701576004067107,0.448051948051948,2.31560215927005,69
"579","{root vegetables,soda} => {other vegetables}",0.00823589222165735,0.442622950819672,2.28754425712637,81
"236","{curd,yogurt} => {whole milk}",0.0100660904931368,0.582352941176471,2.27912502048173,99
"370","{fruit/vegetable juice,yogurt} => {other vegetables}",0.00823589222165735,0.440217391304348,2.27511195138111,81
"460","{citrus fruit,tropical fruit} => {yogurt}",0.00630401626842908,0.316326530612245,2.26754477301125,62
"314","{butter,yogurt} => {other vegetables}",0.00640569395017794,0.4375,2.26106805044666,63
"423","{pip fruit,root vegetables} => {whole milk}",0.00894763599389934,0.57516339869281,2.25098767454986,88
"412","{pip fruit,tropical fruit} => {yogurt}",0.00640569395017794,0.313432835820896,2.24680170575693,63
"643","{other vegetables,root vegetables,tropical fruit} => {whole milk}",0.00701576004067107,0.570247933884298,2.23175027049426,69
"426","{other vegetables,pip fruit} => {yogurt}",0.00813421453990849,0.311284046692607,2.23139839593425,80
"559","{root vegetables,tropical fruit} => {whole milk}",0.011997966446365,0.570048309178744,2.23096900945999,118
"587","{root vegetables,yogurt} => {whole milk}",0.0145399084900864,0.562992125984252,2.20335358498015,143
"176","{cream cheese ,yogurt} => {other vegetables}",0.00528723945094052,0.426229508196721,2.20282039575132,52
"635","{citrus fruit,other vegetables,root vegetables} => {whole milk}",0.0057956278596848,0.558823529411765,2.18703916106833,57
"568","{tropical fruit,yogurt} => {other vegetables}",0.0123029994916116,0.420138888888889,2.17134312780989,121
"391","{root vegetables,whipped/sour cream} => {whole milk}",0.00945602440264362,0.553571428571429,2.16648428173498,93
"173","{sugar,whole milk} => {other vegetables}",0.00630401626842908,0.418918918918919,2.16503813324623,62
"261","{frankfurter,whole milk} => {yogurt}",0.00620233858668022,0.301980198019802,2.16470499090725,61
"508","{sausage,soda} => {rolls/buns}",0.00965937976614133,0.397489539748954,2.16103351212325,95
"184","{chicken,root vegetables} => {whole milk}",0.00599898322318251,0.551401869158878,2.15799338765522,59
"322","{butter,whole milk} => {other vegetables}",0.0114895780376207,0.416974169741697,2.15498736700452,113
"625","{other vegetables,whipped/sour cream,yogurt} => {whole milk}",0.00559227249618709,0.55,2.1525069637883,55
"257","{frankfurter,tropical fruit} => {whole milk}",0.00518556176919166,0.548387096774194,2.14619462665109,51
"515","{sausage,yogurt} => {other vegetables}",0.00813421453990849,0.414507772020725,2.14224063994947,80
"588","{root vegetables,whole milk} => {yogurt}",0.0145399084900864,0.297297297297297,2.1311362382791,143
"205","{frozen vegetables,other vegetables} => {yogurt}",0.00528723945094052,0.297142857142857,2.13002915451895,52
"209","{frozen vegetables,other vegetables} => {whole milk}",0.00965937976614133,0.542857142857143,2.12455232789495,95
"357","{domestic eggs,whole milk} => {other vegetables}",0.0123029994916116,0.410169491525424,2.11981973155677,121
"202","{frozen vegetables,root vegetables} => {whole milk}",0.00620233858668022,0.535087719298246,2.09414553095831,61
"171","{hygiene articles,whole milk} => {other vegetables}",0.00518556176919166,0.404761904761905,2.09187248204589,51
"358","{bottled water,fruit/vegetable juice} => {soda}",0.00518556176919166,0.364285714285714,2.08906705539359,51
"174","{long life bakery product,other vegetables} => {whole milk}",0.00569395017793594,0.533333333333333,2.08727948003714,56
"178","{cream cheese ,yogurt} => {whole milk}",0.00660904931367565,0.532786885245902,2.08514087401251,65
"482","{sausage,shopping bags} => {rolls/buns}",0.00599898322318251,0.383116883116883,2.08289361274436,59
"427","{pip fruit,yogurt} => {whole milk}",0.00955770208439248,0.531073446327684,2.07843507546071,94
"291","{margarine,yogurt} => {other vegetables}",0.00569395017793594,0.4,2.06726221755123,56
"615","{whole milk,yogurt} => {other vegetables}",0.0222674123029995,0.397459165154265,2.05413078785717,219
"396","{whipped/sour cream,yogurt} => {whole milk}",0.0108795119471276,0.524509803921569,2.05274728275711,107
"659","{other vegetables,rolls/buns,yogurt} => {whole milk}",0.00599898322318251,0.52212389380531,2.04340966795671,59
"217","{beef,yogurt} => {whole milk}",0.00610066090493137,0.521739130434783,2.04190383916677,60
"431","{other vegetables,pip fruit} => {whole milk}",0.0135231316725979,0.517509727626459,2.02535144098935,133
"571","{tropical fruit,yogurt} => {whole milk}",0.0151499745805796,0.517361111111111,2.02476980810894,149
"469","{citrus fruit,root vegetables} => {whole milk}",0.00915099135739705,0.517241379310345,2.02430121986361,90
"505","{root vegetables,sausage} => {whole milk}",0.00772750381291307,0.517006802721088,2.02338316942376,76
"614","{other vegetables,yogurt} => {whole milk}",0.0222674123029995,0.51288056206089,2.00723451168677,219
"162","{oil,other vegetables} => {whole milk}",0.00508388408744281,0.510204081632653,1.99675970666818,50
"660","{rolls/buns,whole milk,yogurt} => {other vegetables}",0.00599898322318251,0.38562091503268,1.99294886986148,59
"655","{other vegetables,rolls/buns,root vegetables} => {whole milk}",0.00620233858668022,0.508333333333333,1.9894382544104,61
"400","{other vegetables,whipped/sour cream} => {whole milk}",0.0146415861718353,0.507042253521127,1.98438542116207,144
"372","{fruit/vegetable juice,yogurt} => {whole milk}",0.00945602440264362,0.505434782608696,1.97809434419281,93
"448","{pastry,whole milk} => {yogurt}",0.00915099135739705,0.275229357798165,1.9729451413593,90
"249","{pork,root vegetables} => {whole milk}",0.00681240467717336,0.5,1.95682451253482,67
"585","{other vegetables,root vegetables} => {yogurt}",0.0129130655821047,0.272532188841202,1.95361084347902,127
"240","{curd,whole milk} => {other vegetables}",0.00986273512963904,0.377431906614786,1.95062680060768,97
"197","{coffee,whole milk} => {yogurt}",0.00508388408744281,0.271739130434783,1.94792590949423,50
"375","{fruit/vegetable juice,other vegetables} => {whole milk}",0.0104728012201322,0.497584541062802,1.94737125402016,103
"241","{napkins,yogurt} => {whole milk}",0.00610066090493137,0.495867768595041,1.94065240912544,60
"445","{pastry,yogurt} => {other vegetables}",0.00660904931367565,0.373563218390805,1.93063281811538,65
"293","{margarine,yogurt} => {whole milk}",0.00701576004067107,0.492857142857143,1.92886987664146,69
"320","{butter,rolls/buns} => {whole milk}",0.00660904931367565,0.492424242424242,1.92717565628429,65
"206","{frozen vegetables,yogurt} => {whole milk}",0.00610066090493137,0.491803278688525,1.9247454221654,60
"287","{brown bread,whole milk} => {other vegetables}",0.00935434672089476,0.370967741935484,1.91721899208381,92
"283","{brown bread,yogurt} => {whole milk}",0.00711743772241993,0.48951048951049,1.91577225003409,70
"595","{other vegetables,root vegetables} => {whole milk}",0.0231825114387392,0.489270386266094,1.91483257020575,228
"180","{cream cheese ,other vegetables} => {whole milk}",0.0067107269954245,0.488888888888889,1.91333952336738,66
"216","{beef,other vegetables} => {yogurt}",0.00518556176919166,0.262886597938144,1.88446770460762,51
"329","{newspapers,yogurt} => {other vegetables}",0.00559227249618709,0.364238410596026,1.8824407610152,55
"350","{domestic eggs,other vegetables} => {yogurt}",0.0057956278596848,0.26027397260274,1.86573944646352,57
"577","{other vegetables,tropical fruit} => {whole milk}",0.0170818505338078,0.475920679886686,1.86258650484901,168
"475","{citrus fruit,yogurt} => {whole milk}",0.0102694458566345,0.474178403755869,1.85576784756823,101
"536","{bottled water,yogurt} => {soda}",0.0074224707676665,0.323008849557522,1.85235687195232,73
"268","{bottled beer,bottled water} => {soda}",0.00508388408744281,0.32258064516129,1.84990125082291,50
"352","{domestic eggs,whole milk} => {yogurt}",0.00772750381291307,0.257627118644068,1.84676582497406,76
"276","{bottled beer,other vegetables} => {whole milk}",0.00762582613116421,0.471698113207547,1.8460608608819,75
"188","{chicken,other vegetables} => {whole milk}",0.00843924758515506,0.471590909090909,1.84564130159534,83
"281","{brown bread,yogurt} => {other vegetables}",0.00518556176919166,0.356643356643357,1.84318834082365,51
"255","{other vegetables,pork} => {whole milk}",0.0101677681748856,0.469483568075117,1.8373939084834,100
"535","{bottled water,soda} => {yogurt}",0.0074224707676665,0.256140350877193,1.83610812746151,73
"223","{beef,other vegetables} => {whole milk}",0.00925266903914591,0.469072164948454,1.83578382103782,91
"299","{margarine,other vegetables} => {whole milk}",0.00925266903914591,0.469072164948454,1.83578382103782,91
"542","{bottled water,yogurt} => {other vegetables}",0.00813421453990849,0.353982300884956,1.82943559075331,80
"234","{curd,yogurt} => {other vegetables}",0.00610066090493137,0.352941176470588,1.82405489783932,60
"473","{citrus fruit,yogurt} => {other vegetables}",0.00762582613116421,0.352112676056338,1.81977307883031,75
"273","{bottled beer,whole milk} => {yogurt}",0.00518556176919166,0.253731343283582,1.81883947608894,51
"166","{onions,other vegetables} => {whole milk}",0.00660904931367565,0.464285714285714,1.81705133306805,65
"266","{frankfurter,other vegetables} => {whole milk}",0.00762582613116421,0.462962962962963,1.81187454864335,75
"509","{rolls/buns,sausage} => {soda}",0.00965937976614133,0.315614617940199,1.80995321716727,95
"213","{beef,root vegetables} => {whole milk}",0.00803253685815963,0.461988304093567,1.80806007590936,79
"327","{newspapers,yogurt} => {rolls/buns}",0.00508388408744281,0.33112582781457,1.80023356360215,50
"246","{napkins,whole milk} => {other vegetables}",0.00681240467717336,0.345360824742268,1.78487846103006,67
"168","{hamburger meat,other vegetables} => {whole milk}",0.00630401626842908,0.455882352941176,1.78416352613469,62
"298","{margarine,whole milk} => {rolls/buns}",0.00793085917641078,0.327731092436975,1.78177738757194,78
"443","{pastry,yogurt} => {rolls/buns}",0.0057956278596848,0.327586206896552,1.78098968757744,57
"465","{citrus fruit,tropical fruit} => {whole milk}",0.0090493136756482,0.454081632653061,1.77711613893468,89
"611","{rolls/buns,yogurt} => {whole milk}",0.015556685307575,0.452662721893491,1.77156302022383,153
"199","{coffee,whole milk} => {other vegetables}",0.00640569395017794,0.342391304347826,1.76953151774087,63
"479","{citrus fruit,other vegetables} => {whole milk}",0.0130147432638536,0.450704225352113,1.76389815214406,128
"517","{sausage,yogurt} => {whole milk}",0.00874428063040163,0.44559585492228,1.74390578319165,86
"222","{beef,whole milk} => {rolls/buns}",0.00681240467717336,0.320574162679426,1.74286726918306,67
"529","{bottled water,tropical fruit} => {other vegetables}",0.00620233858668022,0.335164835164835,1.73218400097013,61
"608","{rolls/buns,yogurt} => {other vegetables}",0.0114895780376207,0.334319526627219,1.72781531496516,113
"581","{root vegetables,soda} => {whole milk}",0.00813421453990849,0.437158469945355,1.71088481970257,80
"522","{sausage,whole milk} => {rolls/buns}",0.00935434672089476,0.312925170068027,1.70128195003817,92
"194","{chocolate,other vegetables} => {whole milk}",0.00549059481443823,0.432,1.69069637883008,54
"540","{bottled water,yogurt} => {rolls/buns}",0.00711743772241993,0.309734513274336,1.68393528913936,70
"190","{other vegetables,white bread} => {whole milk}",0.00589730554143366,0.42962962962963,1.68141958114103,58
"606","{other vegetables,soda} => {whole milk}",0.0139298423995933,0.425465838509317,1.66512396408242,137
"514","{sausage,yogurt} => {rolls/buns}",0.00599898322318251,0.305699481865285,1.66199801224161,59
"355","{domestic eggs,rolls/buns} => {whole milk}",0.00660904931367565,0.422077922077922,1.65186484824368,65
"544","{bottled water,yogurt} => {whole milk}",0.00965937976614133,0.420353982300885,1.645117953016,95
"574","{rolls/buns,tropical fruit} => {other vegetables}",0.00782918149466192,0.318181818181818,1.64441312759757,77
"454","{pastry,whole milk} => {other vegetables}",0.010574478901881,0.318042813455657,1.64369472955144,104
"348","{domestic eggs,soda} => {whole milk}",0.00518556176919166,0.418032786885246,1.63603360884059,51
"187","{chicken,whole milk} => {rolls/buns}",0.00528723945094052,0.300578034682081,1.63415421287909,52
"618","{rolls/buns,whole milk} => {other vegetables}",0.0178952719877987,0.315978456014363,1.63302580919667,176
"565","{tropical fruit,yogurt} => {rolls/buns}",0.00874428063040163,0.298611111111111,1.623460628954,86
"551","{bottled water,whole milk} => {other vegetables}",0.0107778342653787,0.313609467455621,1.62078250784342,106
"417","{pip fruit,tropical fruit} => {whole milk}",0.00843924758515506,0.412935323383085,1.61608392577502,83
"487","{root vegetables,shopping bags} => {whole milk}",0.00528723945094052,0.412698412698413,1.61515674050493,52
"220","{beef,other vegetables} => {rolls/buns}",0.0057956278596848,0.293814432989691,1.5973825032911,57
"265","{frankfurter,whole milk} => {rolls/buns}",0.00599898322318251,0.292079207920792,1.58794859585461,59
"337","{newspapers,whole milk} => {other vegetables}",0.0083375699034062,0.304832713754647,1.57542287954648,82
"600","{soda,yogurt} => {other vegetables}",0.0083375699034062,0.304832713754647,1.57542287954648,82
"546","{bottled water,rolls/buns} => {other vegetables}",0.00732079308591764,0.302521008403361,1.56347562671942,72
"368","{fruit/vegetable juice,yogurt} => {soda}",0.00508388408744281,0.271739130434783,1.55834072759539,50
"319","{butter,other vegetables} => {rolls/buns}",0.00569395017793594,0.284263959390863,1.54545939226597,56
"511","{sausage,soda} => {other vegetables}",0.00721911540416879,0.297071129707113,1.53530980592194,71
"254","{pork,whole milk} => {rolls/buns}",0.00620233858668022,0.279816513761468,1.52127994076508,61
"582","{root vegetables,yogurt} => {rolls/buns}",0.00721911540416879,0.279527559055118,1.51970897916367,71
"270","{bottled beer,bottled water} => {whole milk}",0.00610066090493137,0.387096774193548,1.51496091293018,60
"161","{whole milk} => {other vegetables}",0.0748347737671581,0.292877039395145,1.51363409482462,736
"334","{newspapers,rolls/buns} => {whole milk}",0.00762582613116421,0.38659793814433,1.51300864371249,75
"612","{whole milk,yogurt} => {rolls/buns}",0.015556685307575,0.277676950998185,1.50964776841744,153
"262","{frankfurter,rolls/buns} => {other vegetables}",0.00559227249618709,0.291005291005291,1.50396060800685,55
"602","{soda,yogurt} => {whole milk}",0.0104728012201322,0.382899628252788,1.49853475681105,103
"519","{rolls/buns,sausage} => {other vegetables}",0.00884595831215048,0.289036544850498,1.49378582165247,87
"523","{other vegetables,sausage} => {whole milk}",0.0101677681748856,0.377358490566038,1.47684868870552,100
"192","{chocolate,soda} => {whole milk}",0.00508388408744281,0.37593984962406,1.47129662596603,50
"564","{soda,tropical fruit} => {whole milk}",0.00782918149466192,0.375609756097561,1.47000475575786,77
"450","{other vegetables,pastry} => {rolls/buns}",0.00610066090493137,0.27027027027027,1.46937982758878,60
"407","{citrus fruit,pip fruit} => {whole milk}",0.00518556176919166,0.375,1.46761838440111,51
"661","{other vegetables,whole milk,yogurt} => {rolls/buns}",0.00599898322318251,0.269406392694064,1.46468317973804,59
"244","{napkins,whole milk} => {rolls/buns}",0.00528723945094052,0.268041237113402,1.45726123107259,52
"471","{citrus fruit,yogurt} => {rolls/buns}",0.0057956278596848,0.267605633802817,1.45489298421819,57
"657","{other vegetables,root vegetables,whole milk} => {rolls/buns}",0.00620233858668022,0.267543859649123,1.45455713634556,61
"599","{rolls/buns,yogurt} => {soda}",0.00864260294865277,0.251479289940828,1.44215674435455,85
"354","{domestic eggs,other vegetables} => {rolls/buns}",0.00589730554143366,0.264840182648402,1.43985804109841,58
"609","{other vegetables,yogurt} => {rolls/buns}",0.0114895780376207,0.26463700234192,1.4387534096367,113
"332","{newspapers,rolls/buns} => {other vegetables}",0.00549059481443823,0.278350515463918,1.43855875963617,54
"275","{bottled beer,whole milk} => {rolls/buns}",0.00538891713268937,0.263681592039801,1.43355912532418,53
"296","{margarine,other vegetables} => {rolls/buns}",0.00518556176919166,0.262886597938144,1.42923697662888,51
"594","{root vegetables,whole milk} => {rolls/buns}",0.012709710218607,0.25987525987526,1.41286521883537,125
"576","{tropical fruit,whole milk} => {rolls/buns}",0.0109811896288765,0.259615384615385,1.41145235361653,108
"252","{other vegetables,pork} => {rolls/buns}",0.00559227249618709,0.258215962441315,1.40384410757895,55
"591","{other vegetables,root vegetables} => {rolls/buns}",0.0122013218098627,0.257510729613734,1.40000996448373,120
"452","{pastry,whole milk} => {rolls/buns}",0.00854092526690392,0.256880733944954,1.39658486365319,84
"488","{shopping bags,soda} => {rolls/buns}",0.00630401626842908,0.256198347107438,1.39287492747466,62
"439","{pastry,soda} => {rolls/buns}",0.00538891713268937,0.256038647342995,1.39200668690899,53
"549","{bottled water,whole milk} => {rolls/buns}",0.00874428063040163,0.254437869822485,1.38330373117974,86
"493","{shopping bags,yogurt} => {whole milk}",0.00528723945094052,0.346666666666667,1.35673166202414,52
"604","{rolls/buns,soda} => {other vegetables}",0.00986273512963904,0.257294429708223,1.3297376333055,97
"369","{fruit/vegetable juice,soda} => {whole milk}",0.00610066090493137,0.331491712707182,1.29734221825513,60
"496","{other vegetables,shopping bags} => {whole milk}",0.00762582613116421,0.328947368421053,1.28738454772028,75
"264","{frankfurter,rolls/buns} => {whole milk}",0.00599898322318251,0.312169312169312,1.22172112422809,59
"521","{rolls/buns,sausage} => {whole milk}",0.00935434672089476,0.305647840531561,1.19619837311099,92
"490","{shopping bags,soda} => {whole milk}",0.00681240467717336,0.276859504132231,1.08353092842837,67
"513","{sausage,soda} => {whole milk}",0.0067107269954245,0.276150627615063,1.08075663453806,66
"495","{rolls/buns,shopping bags} => {whole milk}",0.00528723945094052,0.270833333333333,1.05994661095636,52
"539","{bottled water,soda} => {whole milk}",0.00752414844941535,0.259649122807018,1.01617553633387,74
