"","rules","support","confidence","lift","count"
"382","{tropical fruit,whipped/sour cream} => {yogurt}",0.00620233858668022,0.448529411764706,3.21522358943577,61
"649","{other vegetables,tropical fruit,whole milk} => {yogurt}",0.00762582613116421,0.446428571428571,3.2001639941691,75
"658","{other vegetables,rolls/buns,whole milk} => {root vegetables}",0.00620233858668022,0.346590909090909,3.17977760345997,61
"630","{pip fruit,root vegetables,whole milk} => {other vegetables}",0.00549059481443823,0.613636363636364,3.17136817465246,54
"201","{frozen vegetables,other vegetables} => {root vegetables}",0.00610066090493137,0.342857142857143,3.1455223880597,60
"557","{other vegetables,tropical fruit} => {root vegetables}",0.0123029994916116,0.342776203966006,3.14477981903514,121
"185","{chicken,whole milk} => {root vegetables}",0.00599898322318251,0.341040462427746,3.12885536191873,59
"377","{pip fruit,whipped/sour cream} => {other vegetables}",0.00559227249618709,0.604395604395604,3.12361049355269,55
"164","{onions,root vegetables} => {other vegetables}",0.00569395017793594,0.602150537634409,3.11200763932444,56
"458","{citrus fruit,root vegetables} => {tropical fruit}",0.00569395017793594,0.32183908045977,3.06713891116457,56
"57","{sliced cheese} => {sausage}",0.00701576004067107,0.286307053941909,3.04743493021501,69
"464","{other vegetables,tropical fruit} => {citrus fruit}",0.0090493136756482,0.252124645892351,3.04624802500157,89
"105","{beef} => {root vegetables}",0.0173868835790544,0.331395348837209,3.04036684311003,171
"467","{citrus fruit,root vegetables} => {other vegetables}",0.0103711235383833,0.586206896551724,3.02960842227336,102
"311","{butter,other vegetables} => {root vegetables}",0.00660904931367565,0.32994923857868,3.0270995908781,65
"644","{root vegetables,tropical fruit,whole milk} => {other vegetables}",0.00701576004067107,0.584745762711864,3.02205705531854,69
"556","{root vegetables,tropical fruit} => {other vegetables}",0.0123029994916116,0.584541062801932,3.0209991343442,121
"638","{other vegetables,root vegetables,whole milk} => {citrus fruit}",0.0057956278596848,0.25,3.0205773955774,57
"344","{domestic eggs,other vegetables} => {root vegetables}",0.00732079308591764,0.328767123287671,3.01625434471478,72
"554","{root vegetables,yogurt} => {tropical fruit}",0.00813421453990849,0.31496062992126,3.00158701092596,80
"362","{fruit/vegetable juice,other vegetables} => {tropical fruit}",0.00660904931367565,0.314009661835749,2.99252424821181,65
"463","{citrus fruit,other vegetables} => {tropical fruit}",0.0090493136756482,0.313380281690141,2.98652623102959,89
"248","{other vegetables,pork} => {root vegetables}",0.00701576004067107,0.323943661971831,2.97200178684045,69
"527","{bottled water,yogurt} => {tropical fruit}",0.00711743772241993,0.309734513274336,2.95178191671812,70
"302","{butter,whipped/sour cream} => {other vegetables}",0.0057956278596848,0.57,2.94584866001051,57
"229","{curd,other vegetables} => {tropical fruit}",0.00528723945094052,0.307692307692308,2.93231961836613,52
"232","{curd,other vegetables} => {root vegetables}",0.00549059481443823,0.319526627218935,2.93147796520357,54
"384","{tropical fruit,whipped/sour cream} => {other vegetables}",0.00782918149466192,0.566176470588235,2.92608806528392,77
"183","{chicken,other vegetables} => {root vegetables}",0.00569395017793594,0.318181818181818,2.91914009497965,56
"227","{curd,yogurt} => {tropical fruit}",0.00528723945094052,0.305882352941176,2.91507067943456,52
"646","{other vegetables,root vegetables,whole milk} => {tropical fruit}",0.00701576004067107,0.302631578947368,2.88409067727458,69
"365","{fruit/vegetable juice,other vegetables} => {root vegetables}",0.00660904931367565,0.314009661835749,2.88086289566659,65
"179","{cream cheese ,whole milk} => {yogurt}",0.00660904931367565,0.401234567901235,2.8761967750063,65
"422","{other vegetables,pip fruit} => {root vegetables}",0.00813421453990849,0.311284046692607,2.85585690225913,80
"383","{whipped/sour cream,yogurt} => {tropical fruit}",0.00620233858668022,0.299019607843137,2.84966845265238,61
"325","{newspapers,other vegetables} => {root vegetables}",0.00599898322318251,0.310526315789474,2.848905145326,59
"307","{butter,tropical fruit} => {other vegetables}",0.00549059481443823,0.551020408163265,2.84775917723895,54
"364","{fruit/vegetable juice,root vegetables} => {other vegetables}",0.00660904931367565,0.550847457627119,2.84686534196674,65
"597","{other vegetables,whole milk} => {root vegetables}",0.0231825114387392,0.309782608695652,2.84208204899416,228
"623","{root vegetables,whipped/sour cream,whole milk} => {other vegetables}",0.00518556176919166,0.548387096774194,2.83414981438476,51
"388","{whipped/sour cream,yogurt} => {root vegetables}",0.00640569395017794,0.308823529411765,2.8332830333626,63
"466","{citrus fruit,whole milk} => {tropical fruit}",0.0090493136756482,0.296666666666667,2.82724483204134,89
"167","{onions,whole milk} => {other vegetables}",0.00660904931367565,0.546218487394958,2.82294210379895,65
"250","{pork,whole milk} => {root vegetables}",0.00681240467717336,0.307339449541284,2.81966743119266,67
"371","{fruit/vegetable juice,other vegetables} => {yogurt}",0.00823589222165735,0.391304347826087,2.8050133096717,81
"65","{onions} => {root vegetables}",0.00945602440264362,0.304918032786885,2.79745228774162,93
"203","{frozen vegetables,whole milk} => {root vegetables}",0.00620233858668022,0.303482587064677,2.78428287666147,61
"652","{root vegetables,whole milk,yogurt} => {other vegetables}",0.00782918149466192,0.538461538461538,2.78285298516512,77
"620","{fruit/vegetable juice,whole milk,yogurt} => {other vegetables}",0.00508388408744281,0.537634408602151,2.77857824939682,50
"436","{pastry,root vegetables} => {other vegetables}",0.00589730554143366,0.537037037037037,2.77549094023083,58
"461","{citrus fruit,yogurt} => {tropical fruit}",0.00630401626842908,0.291079812206573,2.7740018924919,62
"552","{root vegetables,tropical fruit} => {yogurt}",0.00813421453990849,0.386473429951691,2.77038351572513,80
"237","{curd,whole milk} => {yogurt}",0.0100660904931368,0.385214007782101,2.76135551496863,99
"177","{cream cheese ,other vegetables} => {yogurt}",0.00528723945094052,0.385185185185185,2.76114890400605,52
"526","{bottled water,tropical fruit} => {yogurt}",0.00711743772241993,0.384615384615385,2.75706436420722,70
"470","{citrus fruit,whole milk} => {root vegetables}",0.00915099135739705,0.3,2.75233208955224,90
"289","{margarine,root vegetables} => {other vegetables}",0.00589730554143366,0.532110091743119,2.75002772059568,58
"633","{pip fruit,whole milk,yogurt} => {other vegetables}",0.00508388408744281,0.531914893617021,2.74901890631813,50
"290","{margarine,other vegetables} => {root vegetables}",0.00589730554143366,0.298969072164948,2.74287390367749,58
"313","{butter,whole milk} => {root vegetables}",0.00823589222165735,0.298892988929889,2.74217588257972,81
"639","{root vegetables,tropical fruit,yogurt} => {whole milk}",0.00569395017793594,0.7,2.73955431754875,56
"627","{other vegetables,whipped/sour cream,whole milk} => {yogurt}",0.00559227249618709,0.381944444444444,2.73791808390023,55
"586","{other vegetables,yogurt} => {root vegetables}",0.0129130655821047,0.297423887587822,2.72869770002447,127
"424","{pip fruit,whole milk} => {root vegetables}",0.00894763599389934,0.297297297297297,2.72753630496168,88
"200","{frozen vegetables,root vegetables} => {other vegetables}",0.00610066090493137,0.526315789473684,2.72008186519899,60
"390","{other vegetables,whipped/sour cream} => {root vegetables}",0.00854092526690392,0.295774647887324,2.71356684885432,84
"269","{bottled beer,soda} => {bottled water}",0.00508388408744281,0.29940119760479,2.70893355882531,50
"182","{chicken,root vegetables} => {other vegetables}",0.00569395017793594,0.523364485981308,2.7048290696932,56
"379","{citrus fruit,whipped/sour cream} => {other vegetables}",0.00569395017793594,0.523364485981308,2.7048290696932,56
"421","{pip fruit,root vegetables} => {other vegetables}",0.00813421453990849,0.522875816993464,2.70230355235456,80
"271","{bottled beer,whole milk} => {bottled water}",0.00610066090493137,0.298507462686567,2.700847189993,60
"570","{other vegetables,yogurt} => {tropical fruit}",0.0123029994916116,0.283372365339578,2.7005496251112,121
"324","{newspapers,root vegetables} => {other vegetables}",0.00599898322318251,0.52212389380531,2.69841749636113,59
"420","{pip fruit,yogurt} => {root vegetables}",0.00528723945094052,0.293785310734463,2.6953157939118,52
"634","{other vegetables,pip fruit,whole milk} => {yogurt}",0.00508388408744281,0.37593984962406,2.69487494245819,50
"392","{whipped/sour cream,whole milk} => {root vegetables}",0.00945602440264362,0.293375394321767,2.69155504025613,93
"387","{root vegetables,whipped/sour cream} => {yogurt}",0.00640569395017794,0.375,2.68813775510204,63
"510","{rolls/buns,soda} => {sausage}",0.00965937976614133,0.251989389920424,2.68215979422876,95
"418","{pip fruit,whole milk} => {tropical fruit}",0.00843924758515506,0.280405405405405,2.67227438194008,83
"485","{root vegetables,shopping bags} => {other vegetables}",0.00660904931367565,0.515873015873016,2.66611198692124,65
"247","{pork,root vegetables} => {other vegetables}",0.00701576004067107,0.514925373134328,2.66121442184767,69
"228","{curd,tropical fruit} => {other vegetables}",0.00528723945094052,0.514851485148515,2.66083255724416,52
"626","{whipped/sour cream,whole milk,yogurt} => {other vegetables}",0.00559227249618709,0.514018691588785,2.65652855059154,55
"310","{butter,root vegetables} => {other vegetables}",0.00660904931367565,0.511811023622047,2.6451189791502,65
"629","{other vegetables,pip fruit,root vegetables} => {whole milk}",0.00549059481443823,0.675,2.64171309192201,54
"343","{domestic eggs,root vegetables} => {other vegetables}",0.00732079308591764,0.51063829787234,2.63905815006541,72
"338","{domestic eggs,whipped/sour cream} => {other vegetables}",0.00508388408744281,0.510204081632653,2.63681405299902,50
"592","{other vegetables,rolls/buns} => {root vegetables}",0.0122013218098627,0.286396181384248,2.6275246678303,120
"457","{citrus fruit,tropical fruit} => {root vegetables}",0.00569395017793594,0.285714285714286,2.62126865671642,56
"486","{other vegetables,shopping bags} => {root vegetables}",0.00660904931367565,0.285087719298246,2.61552026053941,65
"346","{domestic eggs,whole milk} => {root vegetables}",0.00854092526690392,0.284745762711864,2.61238300025297,84
"308","{butter,other vegetables} => {tropical fruit}",0.00549059481443823,0.274111675126904,2.61229488844292,54
"231","{curd,root vegetables} => {other vegetables}",0.00549059481443823,0.504672897196262,2.60822803148988,54
"560","{tropical fruit,whole milk} => {root vegetables}",0.011997966446365,0.283653846153846,2.60236527698048,118
"648","{tropical fruit,whole milk,yogurt} => {other vegetables}",0.00762582613116421,0.503355704697987,2.60142057577756,75
"32","{grapes} => {tropical fruit}",0.00610066090493137,0.272727272727273,2.59910147991543,60
"590","{rolls/buns,root vegetables} => {other vegetables}",0.0122013218098627,0.502092050209205,2.59488981282582,120
"533","{bottled water,other vegetables} => {root vegetables}",0.00701576004067107,0.282786885245902,2.59441139588941,69
"389","{root vegetables,whipped/sour cream} => {other vegetables}",0.00854092526690392,0.5,2.58407777193904,84
"584","{root vegetables,yogurt} => {other vegetables}",0.0129130655821047,0.5,2.58407777193904,127
"385","{other vegetables,whipped/sour cream} => {tropical fruit}",0.00782918149466192,0.27112676056338,2.58384853695818,77
"304","{butter,whipped/sour cream} => {whole milk}",0.0067107269954245,0.66,2.58300835654596,66
"573","{whole milk,yogurt} => {tropical fruit}",0.0151499745805796,0.270417422867514,2.57708852122286,149
"138","{pip fruit} => {tropical fruit}",0.0204372140315201,0.270161290322581,2.57464756814204,201
"572","{tropical fruit,whole milk} => {yogurt}",0.0151499745805796,0.358173076923077,2.56751618916797,149
"251","{pork,rolls/buns} => {other vegetables}",0.00559227249618709,0.495495495495495,2.56079779201166,55
"359","{fruit/vegetable juice,soda} => {bottled water}",0.00518556176919166,0.281767955801105,2.54939084204588,51
"553","{tropical fruit,yogurt} => {root vegetables}",0.00813421453990849,0.277777777777778,2.54845563847429,80
"566","{rolls/buns,tropical fruit} => {yogurt}",0.00874428063040163,0.355371900826446,2.54743632990386,86
"235","{curd,other vegetables} => {yogurt}",0.00610066090493137,0.355029585798817,2.54498249003743,60
"373","{fruit/vegetable juice,whole milk} => {yogurt}",0.00945602440264362,0.354961832061069,2.54449680635613,93
"378","{pip fruit,whipped/sour cream} => {whole milk}",0.00599898322318251,0.648351648351648,2.53742079647372,59
"394","{whipped/sour cream,yogurt} => {other vegetables}",0.0101677681748856,0.490196078431373,2.5334095803324,100
"395","{other vegetables,whipped/sour cream} => {yogurt}",0.0101677681748856,0.352112676056338,2.52407300948548,100
"656","{rolls/buns,root vegetables,whole milk} => {other vegetables}",0.00620233858668022,0.488,2.52205990541251,61
"26","{soft cheese} => {yogurt}",0.00599898322318251,0.351190476190476,2.51746234207969,59
"316","{butter,yogurt} => {whole milk}",0.00935434672089476,0.638888888888889,2.50038687712782,92
"312","{butter,root vegetables} => {whole milk}",0.00823589222165735,0.637795275590551,2.49610685850898,81
"361","{fruit/vegetable juice,tropical fruit} => {other vegetables}",0.00660904931367565,0.481481481481481,2.48837118779315,65
"501","{root vegetables,sausage} => {yogurt}",0.00518556176919166,0.346938775510204,2.48698458975427,51
"230","{curd,tropical fruit} => {whole milk}",0.00650737163192679,0.633663366336634,2.47993601588571,64
"189","{chicken,whole milk} => {other vegetables}",0.00843924758515506,0.479768786127168,2.47951971180278,83
"472","{citrus fruit,rolls/buns} => {yogurt}",0.0057956278596848,0.345454545454545,2.47634508348794,57
"558","{other vegetables,root vegetables} => {tropical fruit}",0.0123029994916116,0.259656652360515,2.47453796120704,121
"569","{other vegetables,tropical fruit} => {yogurt}",0.0123029994916116,0.342776203966006,2.45714574781754,121
"537","{soda,yogurt} => {bottled water}",0.0074224707676665,0.271375464684015,2.4553612651033,73
"10","{herbs} => {other vegetables}",0.00772750381291307,0.475,2.45487388334209,76
"596","{root vegetables,whole milk} => {other vegetables}",0.0231825114387392,0.474012474012474,2.44977019543494,228
"632","{other vegetables,pip fruit,yogurt} => {whole milk}",0.00508388408744281,0.625,2.44603064066852,50
"210","{frozen vegetables,whole milk} => {other vegetables}",0.00965937976614133,0.472636815920398,2.44266058043989,95
"340","{domestic eggs,pip fruit} => {whole milk}",0.00538891713268937,0.623529411764706,2.44027527445519,53
"419","{pip fruit,root vegetables} => {yogurt}",0.00528723945094052,0.339869281045752,2.43630785647592,52
"309","{butter,tropical fruit} => {whole milk}",0.00620233858668022,0.622448979591837,2.43604684213518,61
"288","{domestic eggs,margarine} => {whole milk}",0.00518556176919166,0.621951219512195,2.43409878388477,51
"317","{butter,whole milk} => {yogurt}",0.00935434672089476,0.339483394833948,2.4335416823556,92
"301","{butter,domestic eggs} => {whole milk}",0.00599898322318251,0.621052631578947,2.43058202609588,59
"647","{other vegetables,tropical fruit,yogurt} => {whole milk}",0.00762582613116421,0.619834710743802,2.4258155114068,75
"567","{rolls/buns,yogurt} => {tropical fruit}",0.00874428063040163,0.254437869822485,2.42480276134122,86
"502","{sausage,yogurt} => {root vegetables}",0.00518556176919166,0.264248704663212,2.42433396489057,51
"653","{other vegetables,root vegetables,whole milk} => {yogurt}",0.00782918149466192,0.337719298245614,2.42089598997494,77
"397","{whipped/sour cream,whole milk} => {yogurt}",0.0108795119471276,0.337539432176656,2.4196066439194,107
"619","{fruit/vegetable juice,other vegetables,yogurt} => {whole milk}",0.00508388408744281,0.617283950617284,2.41583273152447,50
"476","{citrus fruit,whole milk} => {yogurt}",0.0102694458566345,0.336666666666667,2.41335034013605,101
"258","{frankfurter,whole milk} => {tropical fruit}",0.00518556176919166,0.252475247524752,2.4060988947732,51
"662","{other vegetables,rolls/buns,whole milk} => {yogurt}",0.00599898322318251,0.335227272727273,2.40303223562152,59
"437","{other vegetables,pastry} => {root vegetables}",0.00589730554143366,0.261261261261261,2.3969258437542,58
"414","{pip fruit,tropical fruit} => {other vegetables}",0.00945602440264362,0.462686567164179,2.39123614716747,93
"530","{bottled water,other vegetables} => {tropical fruit}",0.00620233858668022,0.25,2.38250968992248,61
"589","{whole milk,yogurt} => {root vegetables}",0.0145399084900864,0.259528130671506,2.38102534062898,143
"342","{domestic eggs,tropical fruit} => {whole milk}",0.00691408235892222,0.607142857142857,2.37614405093514,68
"622","{other vegetables,root vegetables,whipped/sour cream} => {whole milk}",0.00518556176919166,0.607142857142857,2.37614405093514,51
"409","{pip fruit,tropical fruit} => {root vegetables}",0.00528723945094052,0.258706467661692,2.37348704239994,52
"651","{other vegetables,root vegetables,yogurt} => {whole milk}",0.00782918149466192,0.606299212598425,2.37284232228632,77
"66","{onions} => {other vegetables}",0.0142348754448399,0.459016393442623,2.37226811850142,140
"506","{sausage,whole milk} => {root vegetables}",0.00772750381291307,0.258503401360544,2.37162402274343,76
"256","{pork,whole milk} => {other vegetables}",0.0101677681748856,0.458715596330275,2.37071355223766,100
"398","{rolls/buns,whipped/sour cream} => {other vegetables}",0.0067107269954245,0.458333333333333,2.36873795761079,66
"211","{beef,root vegetables} => {other vegetables}",0.00793085917641078,0.456140350877193,2.35740428317246,78
"306","{bottled water,butter} => {whole milk}",0.00538891713268937,0.602272727272727,2.35708407191694,53
"503","{root vegetables,sausage} => {other vegetables}",0.00681240467717336,0.45578231292517,2.3555538873458,67
"543","{bottled water,other vegetables} => {yogurt}",0.00813421453990849,0.327868852459016,2.3502843760455,80
"58","{sliced cheese} => {yogurt}",0.00803253685815963,0.327800829875519,2.3497967651791,79
"401","{whipped/sour cream,whole milk} => {other vegetables}",0.0146415861718353,0.454258675078864,2.34767948996355,144
"462","{citrus fruit,tropical fruit} => {other vegetables}",0.0090493136756482,0.454081632653061,2.34676450716913,89
"425","{pip fruit,yogurt} => {other vegetables}",0.00813421453990849,0.451977401129944,2.33588951135733,80
"345","{domestic eggs,root vegetables} => {whole milk}",0.00854092526690392,0.595744680851064,2.33153558940319,84
"163","{oil,whole milk} => {other vegetables}",0.00508388408744281,0.45045045045045,2.32799799273788,50
"93","{chicken} => {root vegetables}",0.0108795119471276,0.253554502369668,2.32622064440829,107
"109","{curd} => {yogurt}",0.0172852058973055,0.324427480916031,2.32561536064808,170
"432","{pip fruit,whole milk} => {other vegetables}",0.0135231316725979,0.449324324324324,2.32217799775603,133
"504","{other vegetables,sausage} => {root vegetables}",0.00681240467717336,0.252830188679245,2.31957547169811,67
"532","{bottled water,root vegetables} => {other vegetables}",0.00701576004067107,0.448051948051948,2.31560215927005,69
"580","{other vegetables,soda} => {root vegetables}",0.00823589222165735,0.251552795031056,2.30785609993511,81
"62","{oil} => {root vegetables}",0.00701576004067107,0.25,2.29361007462687,69
"238","{curd,rolls/buns} => {whole milk}",0.00589730554143366,0.585858585858586,2.29284488337413,58
"315","{butter,other vegetables} => {yogurt}",0.00640569395017794,0.319796954314721,2.29242204496012,63
"215","{beef,yogurt} => {other vegetables}",0.00518556176919166,0.443478260869565,2.29196463250246,51
"172","{other vegetables,sugar} => {whole milk}",0.00630401626842908,0.584905660377358,2.28911546749356,62
"579","{root vegetables,soda} => {other vegetables}",0.00823589222165735,0.442622950819672,2.28754425712637,81
"69","{berries} => {yogurt}",0.010574478901881,0.318042813455657,2.27984771890408,104
"236","{curd,yogurt} => {whole milk}",0.0100660904931368,0.582352941176471,2.27912502048173,99
"428","{pip fruit,whole milk} => {yogurt}",0.00955770208439248,0.317567567567568,2.27644098179812,94
"370","{fruit/vegetable juice,yogurt} => {other vegetables}",0.00823589222165735,0.440217391304348,2.27511195138111,81
"561","{soda,tropical fruit} => {yogurt}",0.00660904931367565,0.317073170731707,2.27289696366351,65
"380","{citrus fruit,whipped/sour cream} => {whole milk}",0.00630401626842908,0.579439252336449,2.26772186499362,62
"460","{citrus fruit,tropical fruit} => {yogurt}",0.00630401626842908,0.316326530612245,2.26754477301125,62
"314","{butter,yogurt} => {other vegetables}",0.00640569395017794,0.4375,2.26106805044666,63
"423","{pip fruit,root vegetables} => {whole milk}",0.00894763599389934,0.57516339869281,2.25098767454986,88
"224","{beef,whole milk} => {other vegetables}",0.00925266903914591,0.435406698564593,2.25024954302826,91
"412","{pip fruit,tropical fruit} => {yogurt}",0.00640569395017794,0.313432835820896,2.24680170575693,63
"155","{root vegetables} => {other vegetables}",0.047381799694967,0.434701492537313,2.2466049285888,466
"239","{curd,other vegetables} => {whole milk}",0.00986273512963904,0.57396449704142,2.24629559427074,97
"321","{butter,other vegetables} => {whole milk}",0.0114895780376207,0.573604060913706,2.24488497377091,113
"386","{tropical fruit,whipped/sour cream} => {whole milk}",0.00793085917641078,0.573529411764706,2.2445928232017,78
"89","{cream cheese } => {yogurt}",0.0124046771733604,0.312820512820513,2.24241234955521,122
"339","{domestic eggs,whipped/sour cream} => {whole milk}",0.00569395017793594,0.571428571428571,2.23637087146836,56
"643","{other vegetables,root vegetables,tropical fruit} => {whole milk}",0.00701576004067107,0.570247933884298,2.23175027049426,69
"426","{other vegetables,pip fruit} => {yogurt}",0.00813421453990849,0.311284046692607,2.23139839593425,80
"233","{curd,root vegetables} => {whole milk}",0.00620233858668022,0.570093457943925,2.23114570588082,61
"559","{root vegetables,tropical fruit} => {whole milk}",0.011997966446365,0.570048309178744,2.23096900945999,118
"499","{sausage,tropical fruit} => {other vegetables}",0.00599898322318251,0.430656934306569,2.22570202254604,59
"242","{napkins,whole milk} => {yogurt}",0.00610066090493137,0.309278350515464,2.21702082895014,60
"169","{hamburger meat,whole milk} => {other vegetables}",0.00630401626842908,0.427586206896552,2.20983202565822,62
"480","{citrus fruit,whole milk} => {other vegetables}",0.0130147432638536,0.426666666666667,2.20507969872132,128
"406","{citrus fruit,pip fruit} => {other vegetables}",0.00589730554143366,0.426470588235294,2.20406633488918,58
"225","{curd,whipped/sour cream} => {whole milk}",0.00589730554143366,0.563106796116505,2.20380236363145,58
"587","{root vegetables,yogurt} => {whole milk}",0.0145399084900864,0.562992125984252,2.20335358498015,143
"176","{cream cheese ,yogurt} => {other vegetables}",0.00528723945094052,0.426229508196721,2.20282039575132,52
"204","{frozen vegetables,yogurt} => {other vegetables}",0.00528723945094052,0.426229508196721,2.20282039575132,52
"381","{sausage,whipped/sour cream} => {whole milk}",0.00508388408744281,0.561797752808989,2.19867922756721,50
"219","{beef,rolls/buns} => {other vegetables}",0.0057956278596848,0.425373134328358,2.1983945223959,57
"272","{bottled beer,yogurt} => {whole milk}",0.00518556176919166,0.56043956043956,2.19336373932474,51
"318","{butter,rolls/buns} => {other vegetables}",0.00569395017793594,0.424242424242424,2.19255083679676,56
"279","{brown bread,root vegetables} => {whole milk}",0.00569395017793594,0.56,2.191643454039,56
"498","{bottled water,sausage} => {other vegetables}",0.00508388408744281,0.423728813559322,2.18989641689749,50
"47","{butter milk} => {yogurt}",0.00854092526690392,0.305454545454545,2.18961038961039,84
"635","{citrus fruit,other vegetables,root vegetables} => {whole milk}",0.0057956278596848,0.558823529411765,2.18703916106833,57
"175","{long life bakery product,whole milk} => {other vegetables}",0.00569395017793594,0.421052631578947,2.17606549215919,56
"305","{butter,citrus fruit} => {whole milk}",0.00508388408744281,0.555555555555556,2.17424945837202,50
"568","{tropical fruit,yogurt} => {other vegetables}",0.0123029994916116,0.420138888888889,2.17134312780989,121
"260","{frankfurter,yogurt} => {whole milk}",0.00620233858668022,0.554545454545455,2.17029627753862,61
"391","{root vegetables,whipped/sour cream} => {whole milk}",0.00945602440264362,0.553571428571429,2.16648428173498,93
"173","{sugar,whole milk} => {other vegetables}",0.00630401626842908,0.418918918918919,2.16503813324623,62
"261","{frankfurter,whole milk} => {yogurt}",0.00620233858668022,0.301980198019802,2.16470499090725,61
"516","{other vegetables,sausage} => {yogurt}",0.00813421453990849,0.30188679245283,2.16403542549095,80
"356","{domestic eggs,other vegetables} => {whole milk}",0.0123029994916116,0.552511415525114,2.16233576270971,121
"508","{sausage,soda} => {rolls/buns}",0.00965937976614133,0.397489539748954,2.16103351212325,95
"184","{chicken,root vegetables} => {whole milk}",0.00599898322318251,0.551401869158878,2.15799338765522,59
"94","{chicken} => {other vegetables}",0.0178952719877987,0.417061611374408,2.15543927896337,176
"322","{butter,whole milk} => {other vegetables}",0.0114895780376207,0.416974169741697,2.15498736700452,113
"28","{soft cheese} => {other vegetables}",0.00711743772241993,0.416666666666667,2.15339814328254,70
"625","{other vegetables,whipped/sour cream,yogurt} => {whole milk}",0.00559227249618709,0.55,2.1525069637883,55
"253","{pork,rolls/buns} => {whole milk}",0.00620233858668022,0.54954954954955,2.15074405882205,61
"73","{hamburger meat} => {other vegetables}",0.0138281647178444,0.415902140672783,2.14944695402881,136
"341","{citrus fruit,domestic eggs} => {whole milk}",0.00569395017793594,0.549019607843137,2.14867005297941,56
"257","{frankfurter,tropical fruit} => {whole milk}",0.00518556176919166,0.548387096774194,2.14619462665109,51
"515","{sausage,yogurt} => {other vegetables}",0.00813421453990849,0.414507772020725,2.14224063994947,80
"186","{chicken,rolls/buns} => {whole milk}",0.00528723945094052,0.547368421052632,2.14220788740654,52
"207","{frozen vegetables,whole milk} => {yogurt}",0.00610066090493137,0.298507462686567,2.13981114833993,60
"22","{baking powder} => {other vegetables}",0.00732079308591764,0.413793103448276,2.13854712160473,72
"616","{other vegetables,whole milk} => {yogurt}",0.0222674123029995,0.297554347826087,2.13297887089618,219
